record_id,date,year,month,state,port_of_entry,chemical_name,quantity_kg,declared_purpose,importer_name,is_anomaly
PC000226,2021-01-23,2021,1,Maharashtra,Nhava Sheva (JNPT),Piperonal,27.4,Agrochemical,Importer_9040,False
PC000227,2020-11-05,2020,11,Gujarat,Kandla Port,Piperonal,42.3,Pharmaceutical,Importer_8612,False
PC000228,2024-12-16,2024,12,Gujarat,Mundra Port,Piperonal,26.7,Industrial Solvent,Importer_7527,False
PC000229,2023-09-04,2023,9,West Bengal,Kolkata Port,Pseudoephedrine,50.3,Textile/Dye,Importer_7344,False
PC000230,2022-04-17,2022,4,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,353.9,Textile/Dye,Importer_8297,False
PC000231,2024-01-18,2024,1,Maharashtra,Nhava Sheva (JNPT),Toluene,822.7,Pharmaceutical,Importer_3200,False
PC000232,2021-12-23,2021,12,Delhi,Delhi Air Cargo,Acetic Anhydride,405.5,Agrochemical,Importer_2533,False
PC000233,2021-12-19,2021,12,Delhi,Delhi Air Cargo,Ephedrine,36.7,Pharmaceutical,Importer_8019,False
PC000234,2019-04-27,2019,4,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,50.3,Textile/Dye,Importer_3669,False
PC000235,2018-11-27,2018,11,Gujarat,Mundra Port,Toluene,806.0,Industrial Solvent,Importer_7607,False
PC000236,2024-05-07,2024,5,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,74.7,Textile/Dye,Importer_8736,False
PC000237,2020-04-12,2020,4,Delhi,Delhi Air Cargo,Ephedrine,43.1,Agrochemical,Importer_9851,False
PC000238,2020-08-11,2020,8,Maharashtra,Nhava Sheva (JNPT),Piperonal,46.1,Textile/Dye,Importer_4301,False
PC000239,2022-08-05,2022,8,Maharashtra,Nhava Sheva (JNPT),Toluene,2648.2,Industrial Solvent,Importer_2091,True
PC000240,2021-11-10,2021,11,West Bengal,Kolkata Port,Toluene,7411.6,Textile/Dye,Importer_6313,True
PC000241,2023-04-05,2023,4,Tamil Nadu,Chennai Port,Toluene,784.9,Industrial Solvent,Importer_5893,False
PC000242,2022-11-13,2022,11,Tamil Nadu,Chennai Port,Piperonal,39.4,Agrochemical,Importer_2146,False
PC000243,2020-08-02,2020,8,Kerala,Cochin Port,Pseudoephedrine,37.9,Agrochemical,Importer_7222,False
PC000244,2019-09-11,2019,9,Gujarat,Kandla Port,Toluene,807.9,Industrial Solvent,Importer_4368,False
PC000245,2018-10-17,2018,10,Maharashtra,Nhava Sheva (JNPT),Ephedrine,66.3,Agrochemical,Importer_5083,False
PC000246,2019-03-18,2019,3,Gujarat,Kandla Port,Ephedrine,37.7,Industrial Solvent,Importer_6385,False
PC000247,2021-03-20,2021,3,Gujarat,Mundra Port,Pseudoephedrine,40.1,Pharmaceutical,Importer_9968,False
PC000248,2022-02-25,2022,2,Gujarat,Mundra Port,Piperonal,27.6,Industrial Solvent,Importer_6693,False
PC000249,2023-09-01,2023,9,Maharashtra,Nhava Sheva (JNPT),Toluene,515.2,Textile/Dye,Importer_8612,False
PC000250,2018-03-20,2018,3,Tamil Nadu,Chennai Port,Piperonal,43.9,Textile/Dye,Importer_4323,False
PC000251,2018-03-03,2018,3,West Bengal,Kolkata Port,Acetic Anhydride,495.0,Pharmaceutical,Importer_4298,False
PC000252,2023-02-23,2023,2,Delhi,Delhi Air Cargo,Potassium Permanganate,459.4,Agrochemical,Importer_1549,False
PC000253,2022-12-17,2022,12,Gujarat,Mundra Port,Acetic Anhydride,599.4,Pharmaceutical,Importer_4414,False
PC000254,2018-08-01,2018,8,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,60.7,Industrial Solvent,Importer_9501,False
PC000255,2022-12-09,2022,12,Kerala,Cochin Port,Toluene,269.7,Pharmaceutical,Importer_6569,False
PC000256,2021-06-18,2021,6,Delhi,Delhi Air Cargo,Ephedrine,74.7,Industrial Solvent,Importer_4722,False
PC000257,2022-02-12,2022,2,Maharashtra,Nhava Sheva (JNPT),Piperonal,31.3,Pharmaceutical,Importer_4860,False
PC000258,2020-12-15,2020,12,West Bengal,Kolkata Port,Acetic Anhydride,446.9,Textile/Dye,Importer_5683,False
PC000259,2020-04-16,2020,4,Kerala,Cochin Port,Potassium Permanganate,391.2,Textile/Dye,Importer_3654,False
PC000260,2021-05-02,2021,5,West Bengal,Kolkata Port,Piperonal,36.1,Textile/Dye,Importer_7897,False
PC000261,2023-02-02,2023,2,Gujarat,Mundra Port,Potassium Permanganate,259.3,Agrochemical,Importer_8711,False
PC000262,2022-04-18,2022,4,Kerala,Cochin Port,Potassium Permanganate,294.5,Pharmaceutical,Importer_5911,False
PC000263,2023-02-27,2023,2,Gujarat,Kandla Port,Acetic Anhydride,593.6,Textile/Dye,Importer_1472,False
PC000264,2022-02-11,2022,2,Kerala,Cochin Port,Potassium Permanganate,171.3,Textile/Dye,Importer_4156,False
PC000265,2024-03-24,2024,3,Delhi,Delhi Air Cargo,Acetic Anhydride,360.4,Textile/Dye,Importer_2311,False
PC000266,2020-08-13,2020,8,West Bengal,Kolkata Port,Toluene,754.5,Pharmaceutical,Importer_8381,False
PC000267,2023-06-14,2023,6,Kerala,Cochin Port,Ephedrine,51.8,Industrial Solvent,Importer_2952,False
PC000268,2018-11-17,2018,11,Delhi,Delhi Air Cargo,Potassium Permanganate,171.2,Pharmaceutical,Importer_6002,False
PC000269,2023-11-07,2023,11,Maharashtra,Nhava Sheva (JNPT),Piperonal,52.2,Pharmaceutical,Importer_1383,False
PC000270,2019-05-22,2019,5,Gujarat,Mundra Port,Toluene,768.1,Pharmaceutical,Importer_2876,False
PC000271,2020-01-25,2020,1,Tamil Nadu,Chennai Port,Toluene,694.9,Pharmaceutical,Importer_9256,False
PC000272,2019-11-01,2019,11,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,68.7,Agrochemical,Importer_7523,False
PC000273,2020-09-15,2020,9,West Bengal,Kolkata Port,Toluene,697.4,Agrochemical,Importer_1654,False
PC000274,2022-03-18,2022,3,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,58.8,Industrial Solvent,Importer_7963,False
PC000275,2024-11-03,2024,11,Gujarat,Mundra Port,Acetic Anhydride,469.5,Textile/Dye,Importer_8733,False
PC000276,2023-04-09,2023,4,Gujarat,Kandla Port,Toluene,884.9,Agrochemical,Importer_4902,False
PC000277,2023-09-14,2023,9,Kerala,Cochin Port,Ephedrine,85.3,Pharmaceutical,Importer_1440,False
PC000278,2022-03-15,2022,3,Gujarat,Mundra Port,Pseudoephedrine,74.0,Pharmaceutical,Importer_9668,False
PC000279,2022-06-14,2022,6,Tamil Nadu,Chennai Port,Toluene,666.7,Pharmaceutical,Importer_4362,False
PC000280,2024-10-06,2024,10,Maharashtra,Nhava Sheva (JNPT),Ephedrine,59.4,Industrial Solvent,Importer_3838,False
PC000281,2022-12-26,2022,12,Gujarat,Kandla Port,Piperonal,51.7,Industrial Solvent,Importer_4066,False
PC000282,2024-03-06,2024,3,Tamil Nadu,Chennai Port,Pseudoephedrine,71.8,Industrial Solvent,Importer_4043,False
PC000283,2024-03-18,2024,3,West Bengal,Kolkata Port,Ephedrine,49.8,Textile/Dye,Importer_9070,False
PC000284,2023-04-19,2023,4,Gujarat,Kandla Port,Potassium Permanganate,277.3,Textile/Dye,Importer_5023,False
PC000285,2018-04-27,2018,4,Delhi,Delhi Air Cargo,Potassium Permanganate,264.9,Industrial Solvent,Importer_7532,False
PC000286,2021-05-17,2021,5,West Bengal,Kolkata Port,Toluene,871.7,Industrial Solvent,Importer_2598,False
PC000287,2024-03-24,2024,3,Gujarat,Kandla Port,Toluene,808.8,Pharmaceutical,Importer_8497,False
PC000288,2022-12-26,2022,12,Maharashtra,Nhava Sheva (JNPT),Piperonal,32.8,Agrochemical,Importer_1345,False
PC000289,2024-06-03,2024,6,Maharashtra,Nhava Sheva (JNPT),Piperonal,57.8,Textile/Dye,Importer_1807,False
PC000290,2018-01-07,2018,1,West Bengal,Kolkata Port,Pseudoephedrine,38.6,Textile/Dye,Importer_7097,False
PC000291,2021-05-06,2021,5,Delhi,Delhi Air Cargo,Ephedrine,60.8,Industrial Solvent,Importer_8904,False
PC000292,2019-08-22,2019,8,West Bengal,Kolkata Port,Acetic Anhydride,271.1,Pharmaceutical,Importer_6393,False
PC000293,2019-08-17,2019,8,Delhi,Delhi Air Cargo,Ephedrine,45.8,Textile/Dye,Importer_2213,False
PC000294,2024-05-15,2024,5,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,497.8,Textile/Dye,Importer_9127,False
PC000295,2021-04-04,2021,4,West Bengal,Kolkata Port,Piperonal,38.6,Textile/Dye,Importer_6625,False
PC000296,2024-04-19,2024,4,Gujarat,Mundra Port,Potassium Permanganate,392.6,Textile/Dye,Importer_2798,False
PC000297,2020-04-02,2020,4,West Bengal,Kolkata Port,Ephedrine,51.7,Textile/Dye,Importer_1602,False
PC000298,2021-10-21,2021,10,Gujarat,Kandla Port,Pseudoephedrine,46.0,Pharmaceutical,Importer_8880,False
PC000299,2019-02-17,2019,2,Delhi,Delhi Air Cargo,Ephedrine,297.3,Industrial Solvent,Importer_5213,True
PC000300,2018-07-08,2018,7,Tamil Nadu,Chennai Port,Potassium Permanganate,377.9,Textile/Dye,Importer_2100,False
PC000301,2020-02-02,2020,2,Gujarat,Kandla Port,Piperonal,40.0,Industrial Solvent,Importer_5764,False
PC000302,2019-07-08,2019,7,Gujarat,Kandla Port,Potassium Permanganate,398.9,Industrial Solvent,Importer_1393,False
PC000303,2018-01-07,2018,1,Delhi,Delhi Air Cargo,Piperonal,45.0,Agrochemical,Importer_8832,False
PC000304,2022-10-06,2022,10,Kerala,Cochin Port,Piperonal,45.7,Pharmaceutical,Importer_5794,False
PC000305,2024-09-07,2024,9,Gujarat,Kandla Port,Piperonal,54.9,Industrial Solvent,Importer_4898,False
PC000306,2018-02-06,2018,2,Tamil Nadu,Chennai Port,Pseudoephedrine,66.6,Pharmaceutical,Importer_7902,False
PC000307,2023-01-15,2023,1,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,70.5,Pharmaceutical,Importer_7549,False
PC000308,2019-01-24,2019,1,Gujarat,Kandla Port,Ephedrine,28.8,Agrochemical,Importer_3259,False
PC000309,2020-11-15,2020,11,Gujarat,Kandla Port,Toluene,954.4,Textile/Dye,Importer_5551,False
PC000310,2021-03-11,2021,3,Delhi,Delhi Air Cargo,Potassium Permanganate,334.8,Pharmaceutical,Importer_6307,False
PC000311,2019-02-22,2019,2,Gujarat,Mundra Port,Piperonal,43.2,Pharmaceutical,Importer_2694,False
PC000312,2022-05-12,2022,5,West Bengal,Kolkata Port,Piperonal,36.6,Textile/Dye,Importer_3740,False
PC000313,2024-06-11,2024,6,Gujarat,Kandla Port,Potassium Permanganate,400.2,Industrial Solvent,Importer_1784,False
PC000314,2018-06-09,2018,6,West Bengal,Kolkata Port,Potassium Permanganate,236.6,Pharmaceutical,Importer_9671,False
PC000315,2024-05-22,2024,5,Maharashtra,Nhava Sheva (JNPT),Ephedrine,34.5,Pharmaceutical,Importer_5499,False
PC000316,2019-04-09,2019,4,Gujarat,Kandla Port,Acetic Anhydride,600.7,Pharmaceutical,Importer_7550,False
PC000317,2021-10-12,2021,10,Gujarat,Kandla Port,Pseudoephedrine,51.3,Pharmaceutical,Importer_4375,False
PC000318,2019-10-24,2019,10,Delhi,Delhi Air Cargo,Ephedrine,44.4,Industrial Solvent,Importer_7090,False
PC000319,2024-12-22,2024,12,Gujarat,Mundra Port,Toluene,727.5,Industrial Solvent,Importer_6750,False
PC000320,2022-08-23,2022,8,Kerala,Cochin Port,Toluene,590.1,Agrochemical,Importer_3393,False
PC000321,2023-09-14,2023,9,West Bengal,Kolkata Port,Ephedrine,55.0,Industrial Solvent,Importer_2607,False
PC000322,2022-01-07,2022,1,West Bengal,Kolkata Port,Piperonal,39.6,Industrial Solvent,Importer_3364,False
PC000323,2020-11-04,2020,11,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,413.5,Pharmaceutical,Importer_8241,False
PC000324,2021-09-08,2021,9,Tamil Nadu,Chennai Port,Piperonal,35.8,Industrial Solvent,Importer_1708,False
PC000325,2023-06-08,2023,6,Delhi,Delhi Air Cargo,Toluene,737.4,Industrial Solvent,Importer_4056,False
PC000326,2020-08-01,2020,8,Gujarat,Kandla Port,Pseudoephedrine,54.1,Agrochemical,Importer_2009,False
PC000327,2019-06-16,2019,6,Gujarat,Mundra Port,Piperonal,37.5,Textile/Dye,Importer_9812,False
PC000328,2024-11-21,2024,11,Maharashtra,Nhava Sheva (JNPT),Ephedrine,51.5,Agrochemical,Importer_7736,False
PC000329,2022-06-02,2022,6,Tamil Nadu,Chennai Port,Toluene,311.0,Pharmaceutical,Importer_2167,False
PC000330,2020-01-05,2020,1,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,60.7,Textile/Dye,Importer_6115,False
PC000331,2018-09-08,2018,9,Gujarat,Mundra Port,Ephedrine,49.4,Industrial Solvent,Importer_8489,False
PC000332,2022-07-27,2022,7,Gujarat,Mundra Port,Acetic Anhydride,506.0,Industrial Solvent,Importer_3509,False
PC000333,2020-05-07,2020,5,West Bengal,Kolkata Port,Acetic Anhydride,313.4,Pharmaceutical,Importer_9494,False
PC000334,2022-02-23,2022,2,Gujarat,Mundra Port,Piperonal,26.4,Agrochemical,Importer_2873,False
PC000335,2019-08-20,2019,8,Delhi,Delhi Air Cargo,Piperonal,35.2,Pharmaceutical,Importer_3652,False
PC000336,2018-05-15,2018,5,Gujarat,Kandla Port,Piperonal,50.9,Agrochemical,Importer_6768,False
PC000337,2022-09-27,2022,9,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,232.2,Pharmaceutical,Importer_7270,False
PC000338,2022-01-21,2022,1,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,2194.5,Textile/Dye,Importer_6724,True
PC000339,2020-11-06,2020,11,Maharashtra,Nhava Sheva (JNPT),Ephedrine,46.4,Agrochemical,Importer_4652,False
PC000340,2023-04-18,2023,4,Tamil Nadu,Chennai Port,Pseudoephedrine,81.3,Textile/Dye,Importer_8749,False
PC000341,2024-07-07,2024,7,West Bengal,Kolkata Port,Piperonal,38.7,Textile/Dye,Importer_8151,False
PC000342,2018-05-14,2018,5,Delhi,Delhi Air Cargo,Ephedrine,55.2,Pharmaceutical,Importer_8134,False
PC000343,2019-11-26,2019,11,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,661.0,Textile/Dye,Importer_2667,False
PC000344,2023-09-15,2023,9,Tamil Nadu,Chennai Port,Piperonal,29.1,Pharmaceutical,Importer_3448,False
PC000345,2024-01-13,2024,1,Kerala,Cochin Port,Toluene,7916.4,Industrial Solvent,Importer_9122,True
PC000346,2022-08-21,2022,8,Kerala,Cochin Port,Pseudoephedrine,50.4,Agrochemical,Importer_5685,False
PC000347,2023-07-12,2023,7,Tamil Nadu,Chennai Port,Piperonal,44.4,Pharmaceutical,Importer_7861,False
PC000348,2023-07-21,2023,7,Gujarat,Mundra Port,Piperonal,40.4,Industrial Solvent,Importer_9518,False
PC000349,2018-10-26,2018,10,Kerala,Cochin Port,Toluene,1075.7,Pharmaceutical,Importer_4227,False
PC000350,2023-01-21,2023,1,Delhi,Delhi Air Cargo,Ephedrine,179.7,Agrochemical,Importer_3234,True
PC000351,2019-04-05,2019,4,Tamil Nadu,Chennai Port,Ephedrine,39.7,Industrial Solvent,Importer_7611,False
PC000352,2024-09-01,2024,9,Delhi,Delhi Air Cargo,Ephedrine,37.1,Textile/Dye,Importer_2048,False
PC000353,2019-12-14,2019,12,West Bengal,Kolkata Port,Potassium Permanganate,263.7,Industrial Solvent,Importer_4067,False
PC000354,2024-08-23,2024,8,Gujarat,Mundra Port,Toluene,793.3,Pharmaceutical,Importer_8850,False
PC000355,2020-11-24,2020,11,Tamil Nadu,Chennai Port,Toluene,775.8,Pharmaceutical,Importer_5142,False
PC000356,2020-03-05,2020,3,Gujarat,Kandla Port,Pseudoephedrine,56.2,Agrochemical,Importer_1725,False
PC000357,2020-11-26,2020,11,Gujarat,Mundra Port,Ephedrine,64.4,Agrochemical,Importer_8919,False
PC000358,2023-11-02,2023,11,West Bengal,Kolkata Port,Ephedrine,55.1,Pharmaceutical,Importer_7129,False
PC000359,2022-07-16,2022,7,Gujarat,Mundra Port,Acetic Anhydride,278.1,Industrial Solvent,Importer_4248,False
PC000360,2018-12-07,2018,12,West Bengal,Kolkata Port,Piperonal,25.5,Agrochemical,Importer_8028,False
PC000361,2022-05-05,2022,5,Gujarat,Kandla Port,Potassium Permanganate,235.2,Textile/Dye,Importer_9660,False
PC000362,2021-06-23,2021,6,Delhi,Delhi Air Cargo,Toluene,991.0,Textile/Dye,Importer_8132,False
PC000363,2022-04-18,2022,4,Delhi,Delhi Air Cargo,Pseudoephedrine,61.9,Agrochemical,Importer_7064,False
PC000364,2024-10-21,2024,10,Gujarat,Mundra Port,Acetic Anhydride,470.7,Industrial Solvent,Importer_4512,False
PC000365,2022-10-17,2022,10,Kerala,Cochin Port,Pseudoephedrine,69.3,Pharmaceutical,Importer_6315,False
PC000366,2021-04-01,2021,4,West Bengal,Kolkata Port,Pseudoephedrine,52.7,Industrial Solvent,Importer_3739,False
PC000367,2024-10-26,2024,10,Kerala,Cochin Port,Acetic Anhydride,731.5,Pharmaceutical,Importer_5071,False
PC000368,2019-06-16,2019,6,Maharashtra,Nhava Sheva (JNPT),Toluene,701.0,Agrochemical,Importer_5150,False
PC000369,2018-04-24,2018,4,Delhi,Delhi Air Cargo,Potassium Permanganate,299.6,Textile/Dye,Importer_8873,False
PC000370,2024-05-23,2024,5,Kerala,Cochin Port,Ephedrine,42.4,Textile/Dye,Importer_8178,False
PC000371,2022-05-26,2022,5,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,669.5,Pharmaceutical,Importer_7820,False
PC000372,2020-02-22,2020,2,West Bengal,Kolkata Port,Toluene,4098.7,Pharmaceutical,Importer_3613,True
PC000373,2021-04-24,2021,4,Tamil Nadu,Chennai Port,Potassium Permanganate,210.1,Textile/Dye,Importer_2067,False
PC000374,2023-01-12,2023,1,Gujarat,Kandla Port,Potassium Permanganate,1250.6,Agrochemical,Importer_4130,True
PC000375,2021-03-21,2021,3,Kerala,Cochin Port,Potassium Permanganate,252.7,Industrial Solvent,Importer_4262,False
PC000376,2020-05-25,2020,5,Gujarat,Kandla Port,Piperonal,35.1,Pharmaceutical,Importer_2660,False
PC000377,2021-09-01,2021,9,Kerala,Cochin Port,Ephedrine,46.4,Textile/Dye,Importer_8117,False
PC000378,2022-01-06,2022,1,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,381.3,Industrial Solvent,Importer_9933,False
PC000379,2022-02-17,2022,2,Tamil Nadu,Chennai Port,Toluene,792.2,Textile/Dye,Importer_8669,False
PC000380,2019-09-13,2019,9,Gujarat,Mundra Port,Acetic Anhydride,439.6,Industrial Solvent,Importer_3325,False
PC000381,2023-07-07,2023,7,Delhi,Delhi Air Cargo,Toluene,4851.5,Textile/Dye,Importer_8934,True
PC000382,2024-08-27,2024,8,Gujarat,Kandla Port,Piperonal,40.9,Agrochemical,Importer_8492,False
PC000383,2019-07-24,2019,7,Maharashtra,Nhava Sheva (JNPT),Toluene,808.0,Pharmaceutical,Importer_9778,False
PC000384,2021-08-06,2021,8,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,105.7,Agrochemical,Importer_6032,False
PC000385,2023-05-17,2023,5,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,385.1,Pharmaceutical,Importer_1616,False
PC000386,2021-05-07,2021,5,Tamil Nadu,Chennai Port,Potassium Permanganate,311.7,Textile/Dye,Importer_5081,False
PC000387,2019-12-05,2019,12,West Bengal,Kolkata Port,Potassium Permanganate,383.0,Pharmaceutical,Importer_2342,False
PC000388,2023-12-15,2023,12,Delhi,Delhi Air Cargo,Potassium Permanganate,224.7,Industrial Solvent,Importer_1432,False
PC000389,2020-05-09,2020,5,Gujarat,Kandla Port,Potassium Permanganate,210.4,Agrochemical,Importer_3797,False
PC000390,2022-12-20,2022,12,Gujarat,Mundra Port,Piperonal,48.3,Textile/Dye,Importer_5582,False
PC000391,2019-12-02,2019,12,Tamil Nadu,Chennai Port,Toluene,1023.0,Agrochemical,Importer_5789,False
PC000392,2018-10-10,2018,10,Delhi,Delhi Air Cargo,Pseudoephedrine,69.6,Agrochemical,Importer_1063,False
PC000393,2020-07-09,2020,7,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,551.1,Agrochemical,Importer_2701,False
PC000394,2021-04-10,2021,4,Gujarat,Mundra Port,Ephedrine,61.1,Textile/Dye,Importer_3958,False
PC000395,2022-02-18,2022,2,Delhi,Delhi Air Cargo,Acetic Anhydride,211.6,Industrial Solvent,Importer_9787,False
PC000396,2018-03-02,2018,3,Delhi,Delhi Air Cargo,Pseudoephedrine,26.9,Textile/Dye,Importer_5910,False
PC000397,2019-05-25,2019,5,Tamil Nadu,Chennai Port,Ephedrine,40.5,Industrial Solvent,Importer_7190,False
PC000398,2024-07-20,2024,7,Gujarat,Mundra Port,Toluene,422.6,Industrial Solvent,Importer_3512,False
PC000399,2020-10-15,2020,10,Gujarat,Kandla Port,Potassium Permanganate,313.6,Pharmaceutical,Importer_6293,False
PC000400,2019-10-14,2019,10,Tamil Nadu,Chennai Port,Acetic Anhydride,538.6,Agrochemical,Importer_7367,False
PC000401,2019-04-09,2019,4,Tamil Nadu,Chennai Port,Potassium Permanganate,274.6,Agrochemical,Importer_9022,False
PC000402,2020-10-14,2020,10,Delhi,Delhi Air Cargo,Ephedrine,39.1,Agrochemical,Importer_9099,False
PC000403,2021-01-15,2021,1,Delhi,Delhi Air Cargo,Pseudoephedrine,52.4,Agrochemical,Importer_6823,False
PC000404,2019-08-15,2019,8,Delhi,Delhi Air Cargo,Acetic Anhydride,566.3,Pharmaceutical,Importer_1002,False
PC000405,2023-11-11,2023,11,Tamil Nadu,Chennai Port,Pseudoephedrine,90.5,Agrochemical,Importer_1099,False
PC000406,2020-04-18,2020,4,West Bengal,Kolkata Port,Ephedrine,40.6,Industrial Solvent,Importer_4874,False
PC000407,2019-03-02,2019,3,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,47.7,Textile/Dye,Importer_1227,False
PC000408,2023-04-22,2023,4,Maharashtra,Nhava Sheva (JNPT),Piperonal,48.7,Pharmaceutical,Importer_4767,False
PC000409,2022-09-21,2022,9,West Bengal,Kolkata Port,Piperonal,47.1,Textile/Dye,Importer_4584,False
PC000410,2022-03-07,2022,3,Gujarat,Kandla Port,Ephedrine,40.2,Industrial Solvent,Importer_7665,False
PC000411,2018-08-25,2018,8,Kerala,Cochin Port,Toluene,741.5,Agrochemical,Importer_7862,False
PC000412,2020-06-12,2020,6,Delhi,Delhi Air Cargo,Toluene,846.3,Textile/Dye,Importer_8224,False
PC000413,2018-10-25,2018,10,Tamil Nadu,Chennai Port,Ephedrine,72.1,Industrial Solvent,Importer_3245,False
PC000414,2021-03-27,2021,3,Delhi,Delhi Air Cargo,Ephedrine,54.7,Agrochemical,Importer_3870,False
PC000415,2020-01-09,2020,1,Gujarat,Mundra Port,Acetic Anhydride,345.1,Industrial Solvent,Importer_2421,False
PC000416,2023-09-02,2023,9,Kerala,Cochin Port,Potassium Permanganate,1736.2,Pharmaceutical,Importer_8376,True
PC000417,2021-08-08,2021,8,Maharashtra,Nhava Sheva (JNPT),Piperonal,43.6,Pharmaceutical,Importer_1328,False
PC000418,2021-11-06,2021,11,West Bengal,Kolkata Port,Piperonal,43.7,Pharmaceutical,Importer_8532,False
PC000419,2022-03-03,2022,3,Gujarat,Mundra Port,Ephedrine,56.6,Pharmaceutical,Importer_4560,False
PC000420,2024-05-21,2024,5,Kerala,Cochin Port,Piperonal,50.7,Pharmaceutical,Importer_8917,False
PC000421,2020-12-13,2020,12,Gujarat,Kandla Port,Potassium Permanganate,316.7,Agrochemical,Importer_7750,False
PC000422,2021-09-09,2021,9,Kerala,Cochin Port,Ephedrine,54.4,Industrial Solvent,Importer_4147,False
PC000423,2020-09-21,2020,9,Gujarat,Mundra Port,Acetic Anhydride,662.5,Agrochemical,Importer_2340,False
PC000424,2018-08-02,2018,8,Gujarat,Mundra Port,Acetic Anhydride,516.2,Industrial Solvent,Importer_4691,False
PC000425,2020-03-24,2020,3,Gujarat,Kandla Port,Toluene,795.7,Industrial Solvent,Importer_8215,False
PC000426,2024-03-19,2024,3,Maharashtra,Nhava Sheva (JNPT),Piperonal,40.9,Textile/Dye,Importer_2666,False
PC000427,2023-12-26,2023,12,West Bengal,Kolkata Port,Ephedrine,69.7,Agrochemical,Importer_2639,False
PC000428,2021-08-07,2021,8,Delhi,Delhi Air Cargo,Potassium Permanganate,349.1,Agrochemical,Importer_1564,False
PC000429,2019-09-21,2019,9,Gujarat,Kandla Port,Potassium Permanganate,286.7,Textile/Dye,Importer_1722,False
PC000430,2022-05-05,2022,5,Gujarat,Mundra Port,Acetic Anhydride,546.9,Textile/Dye,Importer_7957,False
PC000431,2018-05-11,2018,5,Gujarat,Kandla Port,Ephedrine,41.8,Pharmaceutical,Importer_8292,False
PC000432,2018-03-16,2018,3,Gujarat,Mundra Port,Piperonal,42.9,Industrial Solvent,Importer_4429,False
PC000433,2022-04-15,2022,4,Gujarat,Mundra Port,Piperonal,39.1,Pharmaceutical,Importer_4471,False
PC000434,2024-05-24,2024,5,Delhi,Delhi Air Cargo,Potassium Permanganate,225.5,Industrial Solvent,Importer_6423,False
PC000435,2018-07-06,2018,7,Gujarat,Kandla Port,Toluene,740.3,Pharmaceutical,Importer_8305,False
PC000436,2022-08-10,2022,8,Gujarat,Mundra Port,Ephedrine,74.5,Industrial Solvent,Importer_2315,False
PC000437,2019-09-27,2019,9,Kerala,Cochin Port,Acetic Anhydride,288.2,Textile/Dye,Importer_5531,False
PC000438,2020-04-13,2020,4,West Bengal,Kolkata Port,Ephedrine,57.0,Agrochemical,Importer_4227,False
PC000439,2023-12-01,2023,12,Kerala,Cochin Port,Toluene,875.3,Agrochemical,Importer_8220,False
PC000440,2018-06-23,2018,6,West Bengal,Kolkata Port,Toluene,951.3,Pharmaceutical,Importer_1340,False
PC000441,2019-06-09,2019,6,Maharashtra,Nhava Sheva (JNPT),Ephedrine,58.6,Textile/Dye,Importer_3908,False
PC000442,2022-11-06,2022,11,Gujarat,Kandla Port,Ephedrine,32.6,Agrochemical,Importer_3654,False
PC000443,2019-03-17,2019,3,Kerala,Cochin Port,Piperonal,40.2,Textile/Dye,Importer_8932,False
PC000444,2022-09-20,2022,9,West Bengal,Kolkata Port,Ephedrine,273.6,Textile/Dye,Importer_5986,True
PC000445,2024-05-13,2024,5,West Bengal,Kolkata Port,Ephedrine,52.1,Textile/Dye,Importer_3765,False
PC000446,2019-08-08,2019,8,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,807.9,Textile/Dye,Importer_4462,True
PC000447,2018-03-24,2018,3,Tamil Nadu,Chennai Port,Toluene,867.8,Pharmaceutical,Importer_7264,False
PC000448,2022-01-04,2022,1,Gujarat,Mundra Port,Acetic Anhydride,224.0,Agrochemical,Importer_4251,False
PC000449,2020-08-26,2020,8,West Bengal,Kolkata Port,Toluene,763.9,Agrochemical,Importer_7739,False
PC000450,2023-09-15,2023,9,Gujarat,Kandla Port,Piperonal,45.0,Agrochemical,Importer_4976,False
PC000451,2020-07-11,2020,7,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,414.1,Industrial Solvent,Importer_9603,False
PC000452,2018-05-23,2018,5,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,36.7,Textile/Dye,Importer_8940,False
