seizure_id,date,year,month,state,district,latitude,longitude,drug_type,quantity_kg,agency
SZ001722,2023-02-24,2023,2,Assam,Dibrugarh,26.5617,92.4666,Pharmaceutical Opioids,0.43,Customs
SZ001723,2023-03-25,2023,3,Andhra Pradesh,Visakhapatnam,15.1368,79.2587,Opium,5.57,NCB
SZ001724,2020-06-15,2020,6,Delhi,South Delhi,28.8626,77.7672,Methamphetamine,1.24,NCB
SZ001725,2021-01-27,2021,1,Odisha,Koraput,21.5547,84.6608,Heroin,2.28,Customs
SZ001726,2019-09-21,2019,9,West Bengal,Malda,23.709,87.8471,Charas/Hashish,1.84,Customs
SZ001727,2023-02-05,2023,2,Gujarat,Bhavnagar,22.268,70.9478,Cannabis (Ganja),141.87,Customs
SZ001728,2021-11-21,2021,11,West Bengal,Malda,23.4989,87.6331,Opium,82.81,State Police
SZ001729,2019-11-04,2019,11,Haryana,Gurugram,29.7439,76.5737,Cannabis (Ganja),473.03,NCB
SZ001730,2018-01-12,2018,1,Jammu and Kashmir,Jammu,33.877,76.1406,Cannabis (Ganja),83.21,NCB
SZ001731,2021-01-20,2021,1,Karnataka,Belagavi,15.6536,75.6396,Cannabis (Ganja),32.32,NCB
SZ001732,2018-04-21,2018,4,Madhya Pradesh,Bhopal,22.1789,78.7507,Cannabis (Ganja),764.64,State Police
SZ001733,2018-10-03,2018,10,Assam,Karimganj,26.1974,93.0327,Ketamine,3.72,Customs
SZ001734,2024-12-23,2024,12,Karnataka,Mysuru,14.7087,76.2247,Cannabis (Ganja),8.17,State Police
SZ001735,2020-09-06,2020,9,Punjab,Amritsar,31.1777,74.549,Opium,34.43,State Police
SZ001736,2024-06-08,2024,6,Punjab,Amritsar,30.5055,75.2623,Ketamine,0.05,Customs
SZ001737,2020-07-23,2020,7,Haryana,Sirsa,29.7146,76.0581,Opium,5.9,Customs
SZ001738,2018-05-12,2018,5,Bihar,Patna,25.2042,85.907,Pharmaceutical Opioids,11.79,NCB
SZ001739,2022-05-08,2022,5,Jammu and Kashmir,Baramulla,33.0844,76.4436,Charas/Hashish,0.98,NCB
SZ001740,2018-02-05,2018,2,West Bengal,North 24 Parganas,22.5849,87.2803,Cannabis (Ganja),366.9,State Police
SZ001741,2020-09-12,2020,9,Kerala,Kollam,10.3906,75.8575,Opium,19.05,State Police
SZ001742,2022-03-09,2022,3,Gujarat,Bhavnagar,21.6636,71.0936,Heroin,0.92,NCB
SZ001743,2022-04-16,2022,4,Mizoram,Aizawl,23.0289,93.2574,Ketamine,1.83,BSF
SZ001744,2018-09-21,2018,9,Manipur,Chandel,23.9959,93.2806,Heroin,6.7,Customs
SZ001745,2023-07-14,2023,7,Andhra Pradesh,Visakhapatnam,16.4636,79.6049,Charas/Hashish,6.63,BSF
SZ001746,2018-11-02,2018,11,Punjab,Tarn Taran,30.4951,75.1376,Opium,1.71,NCB
SZ001747,2018-08-01,2018,8,West Bengal,Malda,22.8413,88.0419,Cocaine,0.95,State Police
SZ001748,2019-09-21,2019,9,Punjab,Gurdaspur,31.0971,75.2967,Cannabis (Ganja),140.41,Customs
SZ001749,2018-03-01,2018,3,Uttar Pradesh,Lucknow,26.7823,80.8137,Charas/Hashish,20.88,NCB
SZ001750,2023-06-03,2023,6,Gujarat,Ahmedabad,22.2956,70.4833,Pharmaceutical Opioids,1.87,Customs
SZ001751,2024-07-03,2024,7,Gujarat,Kutch,22.1664,70.4111,Heroin,13.39,State Police
SZ001752,2021-03-21,2021,3,Karnataka,Mangaluru,15.0373,76.0725,Methamphetamine,7.37,State Police
SZ001753,2024-04-19,2024,4,Gujarat,Ahmedabad,21.5483,71.9527,Cannabis (Ganja),35.07,State Police
SZ001754,2023-02-10,2023,2,Tamil Nadu,Coimbatore,11.4688,78.5516,MDMA,0.51,Coast Guard
SZ001755,2020-09-20,2020,9,Punjab,Gurdaspur,30.3909,75.6962,Pharmaceutical Opioids,13.06,BSF
SZ001756,2024-09-23,2024,9,West Bengal,Malda,22.9487,88.4169,Ketamine,1.69,BSF
SZ001757,2020-03-06,2020,3,Rajasthan,Jodhpur,26.4012,73.906,Ketamine,1.75,BSF
SZ001758,2018-02-09,2018,2,Delhi,East Delhi,28.1745,76.8002,MDMA,0.34,DRI
SZ001759,2019-06-05,2019,6,Manipur,Imphal West,24.5568,94.5398,MDMA,4.3,State Police
SZ001760,2018-09-10,2018,9,Bihar,Gaya,25.5103,85.5818,Ketamine,5.43,Coast Guard
SZ001761,2021-04-07,2021,4,Andhra Pradesh,Vijayawada,15.8682,79.2248,Opium,43.22,NCB
SZ001762,2018-09-24,2018,9,Bihar,Muzaffarpur,25.5803,85.1622,Heroin,1.61,Coast Guard
SZ001763,2022-07-05,2022,7,Rajasthan,Jaisalmer,27.275,74.9879,Heroin,2.9,Coast Guard
SZ001764,2021-07-16,2021,7,Bihar,Bhagalpur,25.5836,85.8197,Ketamine,3.07,BSF
SZ001765,2024-04-19,2024,4,Rajasthan,Barmer,27.2533,74.7452,Heroin,2.7,Coast Guard
SZ001766,2021-08-01,2021,8,Punjab,Gurdaspur,31.3498,75.453,Pharmaceutical Opioids,4.07,State Police
SZ001767,2022-09-19,2022,9,Assam,Karimganj,25.9203,93.3565,Cannabis (Ganja),37.47,NCB
SZ001768,2019-05-21,2019,5,Madhya Pradesh,Bhopal,22.6828,78.8797,Heroin,4.12,NCB
SZ001769,2024-07-26,2024,7,Karnataka,Mangaluru,14.8715,75.9224,Opium,17.51,State Police
SZ001770,2018-09-12,2018,9,Kerala,Kozhikode,10.4308,76.213,Cocaine,0.74,Coast Guard
SZ001771,2024-05-17,2024,5,Gujarat,Ahmedabad,21.5647,71.8682,Heroin,3.26,State Police
SZ001772,2020-02-16,2020,2,Manipur,Chandel,24.6459,94.0163,Heroin,6.7,Coast Guard
SZ001773,2021-03-11,2021,3,Gujarat,Bhavnagar,22.2612,71.2888,Heroin,9.45,State Police
SZ001774,2019-01-21,2019,1,Punjab,Ludhiana,31.8618,74.614,Cannabis (Ganja),135.98,State Police
SZ001775,2024-02-11,2024,2,Delhi,New Delhi,27.9563,77.8694,Cannabis (Ganja),359.46,Coast Guard
SZ001776,2022-10-22,2022,10,Gujarat,Bhavnagar,22.4664,70.6254,Cannabis (Ganja),79.21,NCB
SZ001777,2020-09-10,2020,9,Gujarat,Kutch,22.5007,70.5634,Heroin,1.93,Customs
SZ001778,2022-09-11,2022,9,Uttar Pradesh,Varanasi,27.4793,80.5799,MDMA,0.1,NCB
SZ001779,2021-03-05,2021,3,Assam,Guwahati,26.9646,92.882,MDMA,0.87,NCB
SZ001780,2019-12-05,2019,12,Madhya Pradesh,Neemuch,22.6919,78.3444,Heroin,1.83,State Police
SZ001781,2018-12-13,2018,12,Kerala,Kollam,10.6432,76.4693,Opium,6.48,Customs
SZ001782,2022-04-18,2022,4,Gujarat,Kutch,22.6601,71.5932,Ketamine,1.43,NCB
SZ001783,2020-09-12,2020,9,West Bengal,Kolkata,22.1911,87.8616,Cannabis (Ganja),143.7,NCB
SZ001784,2022-12-14,2022,12,Odisha,Cuttack,20.6513,85.4922,Opium,6.12,NCB
SZ001785,2024-08-07,2024,8,Karnataka,Mysuru,15.98,75.9906,Charas/Hashish,0.26,State Police
SZ001786,2020-08-17,2020,8,Tamil Nadu,Coimbatore,11.8641,79.287,MDMA,0.7,DRI
SZ001787,2022-04-20,2022,4,Karnataka,Belagavi,15.9069,75.2949,Methamphetamine,0.74,NCB
SZ001788,2023-03-06,2023,3,Punjab,Amritsar,30.8393,76.0459,Heroin,1.15,State Police
SZ001789,2018-03-12,2018,3,Maharashtra,Nagpur,19.1148,75.4196,Heroin,0.05,Customs
SZ001790,2022-12-17,2022,12,Punjab,Ferozepur,31.6208,75.9238,Pharmaceutical Opioids,2.87,DRI
SZ001791,2024-02-08,2024,2,Karnataka,Belagavi,16.0183,75.1591,Cannabis (Ganja),11.56,Customs
SZ001792,2023-11-03,2023,11,Uttar Pradesh,Agra,27.4906,80.4514,Methamphetamine,2.79,NCB
SZ001793,2024-01-11,2024,1,Gujarat,Ahmedabad,21.8548,70.7457,Cannabis (Ganja),133.49,Customs
SZ001794,2023-08-18,2023,8,Uttar Pradesh,Lucknow,27.4363,80.7332,Cannabis (Ganja),209.55,Customs
SZ001795,2023-07-08,2023,7,Uttar Pradesh,Ghaziabad,27.21,81.1225,Charas/Hashish,3.47,NCB
SZ001796,2024-11-09,2024,11,Punjab,Amritsar,31.2738,74.965,Cannabis (Ganja),7.5,Coast Guard
SZ001797,2022-01-01,2022,1,Andhra Pradesh,Vijayawada,15.4379,80.3794,Heroin,1.1,State Police
SZ001798,2024-10-15,2024,10,Gujarat,Porbandar,22.995,71.0687,Heroin,4.95,State Police
SZ001799,2019-04-20,2019,4,Manipur,Churachandpur,24.0139,93.7514,Pharmaceutical Opioids,11.13,NCB
SZ001800,2022-10-08,2022,10,Maharashtra,Nagpur,20.0207,76.3242,MDMA,1.45,Customs
SZ001801,2022-10-24,2022,10,Jammu and Kashmir,Baramulla,33.0662,77.2863,Cannabis (Ganja),168.96,NCB
SZ001802,2020-12-26,2020,12,Tamil Nadu,Coimbatore,11.7179,78.2985,Heroin,1.34,NCB
SZ001803,2018-10-19,2018,10,Jammu and Kashmir,Srinagar,33.9646,75.9782,Cannabis (Ganja),9.98,State Police
SZ001804,2024-11-15,2024,11,Maharashtra,Nagpur,20.2666,75.3345,Cannabis (Ganja),106.8,DRI
SZ001805,2020-04-02,2020,4,Maharashtra,Nagpur,20.3811,75.2954,Methamphetamine,2.15,NCB
SZ001806,2019-01-26,2019,1,Delhi,New Delhi,29.0969,76.6885,Methamphetamine,5.67,NCB
SZ001807,2020-10-04,2020,10,Manipur,Chandel,24.7285,93.1338,Cocaine,0.47,State Police
SZ001808,2024-05-20,2024,5,Uttar Pradesh,Lucknow,27.316,81.2115,Heroin,8.56,BSF
SZ001809,2020-03-13,2020,3,Karnataka,Mangaluru,15.505,75.4107,Charas/Hashish,17.86,BSF
SZ001810,2020-05-25,2020,5,Andhra Pradesh,Vijayawada,15.8768,80.4178,Cannabis (Ganja),87.93,NCB
SZ001811,2024-08-07,2024,8,Delhi,North West Delhi,29.1437,76.8537,Cannabis (Ganja),185.79,State Police
SZ001812,2022-03-16,2022,3,Manipur,Imphal East,25.1705,93.2029,Methamphetamine,0.11,BSF
SZ001813,2019-02-18,2019,2,Punjab,Amritsar,31.7782,75.3792,Cannabis (Ganja),125.56,State Police
SZ001814,2023-06-03,2023,6,Delhi,New Delhi,28.2427,77.2386,Cannabis (Ganja),23.19,NCB
SZ001815,2018-10-03,2018,10,Rajasthan,Jodhpur,27.3521,73.5151,Cannabis (Ganja),353.53,BSF
SZ001816,2020-12-19,2020,12,Uttar Pradesh,Ghaziabad,26.6127,80.4001,Methamphetamine,3.84,State Police
SZ001817,2024-05-23,2024,5,Haryana,Sirsa,29.3609,75.4649,MDMA,3.09,NCB
SZ001818,2022-11-27,2022,11,Punjab,Amritsar,30.7798,75.4533,Cannabis (Ganja),49.38,State Police
SZ001819,2018-10-16,2018,10,Gujarat,Surat,22.475,71.4669,Cannabis (Ganja),24.36,State Police
SZ001820,2021-06-08,2021,6,Karnataka,Mangaluru,14.673,76.4237,Poppy Husk,195.49,Customs
SZ001821,2018-07-03,2018,7,Rajasthan,Jodhpur,27.0338,73.7841,Pharmaceutical Opioids,6.77,State Police
SZ001822,2019-05-15,2019,5,Karnataka,Mangaluru,15.6433,76.0281,Cannabis (Ganja),71.71,State Police
SZ001823,2022-08-12,2022,8,Assam,Dibrugarh,25.4893,93.68,Ketamine,3.01,NCB
SZ001824,2022-06-25,2022,6,Jammu and Kashmir,Baramulla,34.1341,76.6202,Opium,7.04,State Police
SZ001825,2024-04-24,2024,4,Punjab,Ludhiana,30.8436,76.1257,Methamphetamine,5.37,NCB
SZ001826,2021-12-03,2021,12,Assam,Cachar,25.5733,93.4216,Cannabis (Ganja),138.11,State Police
SZ001827,2019-04-19,2019,4,Rajasthan,Jodhpur,27.0886,74.1925,Charas/Hashish,0.05,State Police
SZ001828,2018-08-10,2018,8,Punjab,Ludhiana,30.7952,74.8857,Methamphetamine,11.39,Customs
SZ001829,2021-07-26,2021,7,Punjab,Gurdaspur,31.2529,74.7784,Charas/Hashish,1.48,State Police
SZ001830,2018-12-17,2018,12,Mizoram,Aizawl,22.685,92.4739,Methamphetamine,27.72,NCB
SZ001831,2020-05-17,2020,5,Jammu and Kashmir,Srinagar,33.7003,76.7798,Heroin,1.17,Customs
SZ001832,2022-07-15,2022,7,Delhi,North West Delhi,29.1073,77.7746,Heroin,7.08,Customs
SZ001833,2020-06-04,2020,6,Gujarat,Kutch,21.4663,71.7454,Cannabis (Ganja),105.53,NCB
SZ001834,2023-04-17,2023,4,Mizoram,Aizawl,23.5722,93.5076,Heroin,10.1,NCB
SZ001835,2019-08-06,2019,8,Punjab,Ferozepur,31.898,75.4753,Methamphetamine,6.75,BSF
SZ001836,2019-05-22,2019,5,West Bengal,Nadia,22.5795,87.593,Methamphetamine,4.43,Coast Guard
SZ001837,2021-08-07,2021,8,Punjab,Tarn Taran,30.3747,75.7349,Heroin,2.77,Customs
SZ001838,2021-07-01,2021,7,Odisha,Bhubaneswar,20.5993,85.8149,MDMA,0.27,NCB
SZ001839,2018-12-24,2018,12,Maharashtra,Pune,20.365,76.119,Cannabis (Ganja),207.04,DRI
SZ001840,2022-02-04,2022,2,Punjab,Amritsar,30.8348,75.8643,Pharmaceutical Opioids,27.08,State Police
SZ001841,2024-08-16,2024,8,Rajasthan,Barmer,26.9095,74.5602,Heroin,1.45,State Police
SZ001842,2018-02-23,2018,2,Maharashtra,Pune,20.3268,74.9384,Charas/Hashish,8.85,BSF
SZ001843,2019-12-21,2019,12,Kerala,Thiruvananthapuram,11.6383,76.1368,Cocaine,4.9,State Police
SZ001844,2023-12-23,2023,12,Gujarat,Porbandar,23.0012,70.5826,MDMA,1.76,State Police
SZ001845,2023-07-25,2023,7,Assam,Dibrugarh,26.2516,93.2513,Heroin,0.79,State Police
SZ001846,2018-03-22,2018,3,Delhi,North West Delhi,28.6503,76.7246,Charas/Hashish,11.68,NCB
SZ001847,2020-09-07,2020,9,Punjab,Ferozepur,31.1671,75.1584,Poppy Husk,83.19,NCB
SZ001848,2024-12-13,2024,12,Punjab,Ferozepur,30.3545,75.6201,Methamphetamine,6.95,NCB
SZ001849,2018-11-07,2018,11,Manipur,Imphal West,23.8912,94.0489,Opium,8.07,State Police
SZ001850,2021-09-01,2021,9,Gujarat,Bhavnagar,22.2284,71.6456,Poppy Husk,26.65,Customs
SZ001851,2019-12-25,2019,12,Jammu and Kashmir,Baramulla,34.1271,75.7878,Methamphetamine,0.24,BSF
SZ001852,2022-04-12,2022,4,Tamil Nadu,Coimbatore,11.6217,79.1806,Poppy Husk,76.87,NCB
SZ001853,2022-03-02,2022,3,Punjab,Ferozepur,30.499,75.7828,Cannabis (Ganja),229.27,State Police
SZ001854,2018-10-20,2018,10,Manipur,Churachandpur,24.6871,94.0803,Methamphetamine,5.36,State Police
SZ001855,2024-06-11,2024,6,West Bengal,Malda,22.73,88.5569,Heroin,22.2,State Police
SZ001856,2023-03-04,2023,3,Punjab,Ludhiana,31.4624,75.3926,Ketamine,3.5,State Police
SZ001857,2024-02-02,2024,2,Manipur,Imphal West,25.4479,94.6181,Cannabis (Ganja),3.79,NCB
SZ001858,2023-07-12,2023,7,Maharashtra,Pune,20.1651,75.0539,Poppy Husk,353.93,Customs
SZ001859,2024-05-04,2024,5,Telangana,Hyderabad,17.4644,78.9865,Poppy Husk,126.96,NCB
SZ001860,2024-05-07,2024,5,Uttar Pradesh,Varanasi,27.1137,81.6951,Poppy Husk,9.13,Customs
SZ001861,2022-12-26,2022,12,Jammu and Kashmir,Poonch,33.4412,77.0987,Heroin,2.96,Customs
SZ001862,2024-06-03,2024,6,West Bengal,Nadia,22.7452,88.0684,Poppy Husk,11.76,NCB
SZ001863,2023-10-04,2023,10,Andhra Pradesh,Visakhapatnam,15.8954,79.1601,Heroin,1.61,NCB
SZ001864,2024-09-23,2024,9,Madhya Pradesh,Bhopal,22.4367,78.4612,Heroin,9.03,State Police
SZ001865,2020-08-16,2020,8,Haryana,Faridabad,29.5656,75.637,Poppy Husk,32.86,NCB
SZ001866,2018-06-21,2018,6,Jammu and Kashmir,Baramulla,33.9734,77.1604,Heroin,4.25,Coast Guard
SZ001867,2019-05-06,2019,5,Andhra Pradesh,Vijayawada,16.6389,79.4431,Charas/Hashish,0.57,NCB
SZ001868,2022-11-20,2022,11,Jammu and Kashmir,Baramulla,34.0121,76.1815,Heroin,5.54,Customs
SZ001869,2018-03-22,2018,3,Gujarat,Porbandar,22.3715,70.6745,Cannabis (Ganja),155.52,State Police
SZ001870,2021-02-24,2021,2,Gujarat,Porbandar,21.9104,70.5893,Methamphetamine,21.42,Customs
SZ001871,2024-08-18,2024,8,Assam,Karimganj,25.7764,92.2246,MDMA,0.52,State Police
SZ001872,2023-02-19,2023,2,Maharashtra,Pune,19.9525,75.6598,Charas/Hashish,27.8,BSF
SZ001873,2018-12-27,2018,12,Punjab,Ludhiana,30.7695,74.7864,Methamphetamine,0.07,Customs
SZ001874,2018-10-13,2018,10,Assam,Guwahati,25.5727,93.0969,Cannabis (Ganja),444.24,State Police
SZ001875,2020-12-08,2020,12,Assam,Karimganj,25.9851,92.5034,Charas/Hashish,12.47,NCB
SZ001876,2024-10-22,2024,10,Rajasthan,Kota,27.3628,73.9841,Cannabis (Ganja),210.75,State Police
SZ001877,2021-03-19,2021,3,Tamil Nadu,Chennai,11.4616,79.4532,Heroin,5.08,NCB
SZ001878,2024-03-18,2024,3,Tamil Nadu,Chennai,11.7982,79.1895,Poppy Husk,131.0,NCB
SZ001879,2024-04-19,2024,4,Maharashtra,Mumbai,19.0718,76.448,Cannabis (Ganja),149.06,State Police
SZ001880,2020-03-22,2020,3,Gujarat,Porbandar,21.9906,71.8311,Cocaine,1.96,Customs
SZ001881,2024-06-16,2024,6,Tamil Nadu,Coimbatore,11.7632,79.0439,Cannabis (Ganja),204.32,Customs
SZ001882,2021-10-06,2021,10,Manipur,Churachandpur,24.4159,94.6272,Opium,16.49,NCB
SZ001883,2018-04-16,2018,4,Madhya Pradesh,Indore,22.6824,78.93,Cannabis (Ganja),135.62,State Police
SZ001884,2020-04-03,2020,4,Punjab,Amritsar,31.4709,75.6536,Heroin,1.92,BSF
SZ001885,2020-07-19,2020,7,Kerala,Kollam,10.4502,77.0297,Cocaine,0.2,NCB
SZ001886,2024-08-09,2024,8,Punjab,Amritsar,30.9965,76.0956,Cannabis (Ganja),26.54,Customs
SZ001887,2020-04-13,2020,4,Manipur,Imphal East,24.974,94.5012,Cannabis (Ganja),22.22,BSF
SZ001888,2021-12-22,2021,12,Madhya Pradesh,Gwalior,22.8294,78.1866,Pharmaceutical Opioids,1.13,DRI
SZ001889,2020-10-19,2020,10,Haryana,Karnal,29.247,76.5588,Heroin,1.6,BSF
SZ001890,2020-09-13,2020,9,Maharashtra,Thane,19.4907,75.2288,Heroin,4.52,State Police
SZ001891,2019-11-08,2019,11,Tamil Nadu,Chennai,10.9152,78.1789,Pharmaceutical Opioids,7.69,DRI
SZ001892,2019-12-03,2019,12,Tamil Nadu,Chennai,10.5077,78.2274,Heroin,1.03,NCB
SZ001893,2021-06-02,2021,6,Uttar Pradesh,Ghaziabad,27.503,81.6857,Cannabis (Ganja),476.92,NCB
SZ001894,2022-11-04,2022,11,Gujarat,Bhavnagar,22.4298,71.6775,Heroin,0.43,NCB
SZ001895,2018-10-16,2018,10,Haryana,Gurugram,29.4485,76.3885,Heroin,13.06,Customs
SZ001896,2024-07-25,2024,7,Maharashtra,Nagpur,19.0254,74.9553,Methamphetamine,12.2,NCB
SZ001897,2024-10-13,2024,10,Assam,Karimganj,26.9825,93.3895,Cannabis (Ganja),4.83,State Police
SZ001898,2022-02-07,2022,2,Assam,Guwahati,25.7954,93.032,Heroin,1.06,NCB
SZ001899,2021-07-15,2021,7,Tamil Nadu,Madurai,10.3301,79.0391,Cannabis (Ganja),136.13,State Police
SZ001900,2018-07-20,2018,7,Gujarat,Bhavnagar,22.1599,71.4129,Cocaine,1.28,State Police
SZ001901,2021-07-06,2021,7,Gujarat,Porbandar,23.035,71.8211,Cannabis (Ganja),158.24,NCB
SZ001902,2019-12-24,2019,12,Jammu and Kashmir,Poonch,34.5543,75.9353,Heroin,5.54,Coast Guard
SZ001903,2024-02-03,2024,2,Mizoram,Aizawl,22.3834,92.5637,Pharmaceutical Opioids,12.34,NCB
SZ001904,2018-07-11,2018,7,Mizoram,Champhai,23.482,92.8765,MDMA,0.81,NCB
SZ001905,2022-02-10,2022,2,Gujarat,Surat,21.5881,71.8111,MDMA,4.75,DRI
SZ001906,2024-12-08,2024,12,Punjab,Amritsar,31.6579,75.8871,Cocaine,0.52,DRI
SZ001907,2022-01-05,2022,1,Telangana,Hyderabad,18.8083,79.3138,Heroin,1.04,NCB
SZ001908,2023-05-09,2023,5,Telangana,Warangal,18.3917,78.9609,Charas/Hashish,20.09,State Police
SZ001909,2020-07-20,2020,7,Punjab,Ferozepur,31.0368,75.2213,Cannabis (Ganja),48.2,NCB
SZ001910,2019-12-11,2019,12,Haryana,Sirsa,28.9578,75.9518,Heroin,5.56,BSF
SZ001911,2021-07-25,2021,7,Kerala,Kochi,11.2662,76.9085,Poppy Husk,415.21,DRI
SZ001912,2024-08-19,2024,8,Punjab,Tarn Taran,30.8882,75.8267,Opium,10.12,Customs
SZ001913,2019-08-02,2019,8,Gujarat,Bhavnagar,21.6924,70.543,Opium,14.99,NCB
SZ001914,2024-10-22,2024,10,West Bengal,North 24 Parganas,22.3687,88.4871,Methamphetamine,2.33,State Police
SZ001915,2022-07-04,2022,7,Rajasthan,Barmer,26.2842,74.1125,Heroin,7.87,Coast Guard
SZ001916,2020-02-01,2020,2,Telangana,Warangal,18.7384,79.3584,Charas/Hashish,1.89,State Police
SZ001917,2021-05-27,2021,5,Kerala,Kochi,11.4669,76.209,Cannabis (Ganja),95.6,NCB
SZ001918,2021-09-14,2021,9,Punjab,Tarn Taran,30.9406,75.5679,Cannabis (Ganja),53.15,BSF
SZ001919,2023-08-15,2023,8,Odisha,Cuttack,20.7094,85.8981,Cannabis (Ganja),22.67,NCB
SZ001920,2018-02-13,2018,2,Bihar,Patna,24.896,85.552,Cannabis (Ganja),47.5,State Police
SZ001921,2021-11-25,2021,11,Bihar,Patna,24.9667,85.4423,Heroin,1.66,State Police
SZ001922,2024-12-08,2024,12,Assam,Dibrugarh,26.1848,92.6191,MDMA,1.9,NCB
SZ001923,2021-10-06,2021,10,Uttar Pradesh,Varanasi,27.5688,80.9971,Methamphetamine,17.83,Customs
SZ001924,2022-09-12,2022,9,Manipur,Imphal East,24.6303,94.2483,Heroin,4.75,NCB
SZ001925,2018-02-03,2018,2,Delhi,South Delhi,29.2312,77.7471,Methamphetamine,5.42,NCB
SZ001926,2021-05-25,2021,5,Tamil Nadu,Chennai,10.8013,79.3058,Charas/Hashish,6.4,NCB
SZ001927,2022-03-27,2022,3,Madhya Pradesh,Gwalior,22.6204,79.0866,Heroin,1.14,Customs
SZ001928,2021-11-03,2021,11,Gujarat,Surat,22.8896,71.8072,Methamphetamine,16.45,NCB
SZ001929,2019-11-04,2019,11,Maharashtra,Nagpur,20.0607,76.4893,Cannabis (Ganja),162.92,State Police
SZ001930,2020-12-22,2020,12,Maharashtra,Mumbai,19.7701,76.163,Cannabis (Ganja),182.94,Coast Guard
SZ001931,2020-09-20,2020,9,Manipur,Imphal East,24.209,94.6624,MDMA,2.59,BSF
SZ001932,2024-07-14,2024,7,West Bengal,Nadia,22.2635,87.9386,Cannabis (Ganja),51.9,Customs
SZ001933,2023-04-13,2023,4,Rajasthan,Barmer,27.5663,73.6954,Poppy Husk,102.38,NCB
SZ001934,2021-12-22,2021,12,Tamil Nadu,Tirunelveli,11.2081,78.0445,Cannabis (Ganja),26.21,NCB
SZ001935,2023-04-15,2023,4,Rajasthan,Bikaner,27.081,74.1948,Opium,10.31,Customs
SZ001936,2019-03-22,2019,3,Bihar,Patna,25.1183,84.8261,Heroin,4.58,NCB
SZ001937,2022-01-19,2022,1,Punjab,Amritsar,30.8179,74.8031,MDMA,0.75,State Police
SZ001938,2021-05-03,2021,5,Jammu and Kashmir,Srinagar,33.5278,77.2098,Poppy Husk,246.63,BSF
SZ001939,2021-04-24,2021,4,Mizoram,Champhai,23.3555,93.3558,Charas/Hashish,3.63,DRI
SZ001940,2018-09-06,2018,9,Madhya Pradesh,Bhopal,22.193,79.0677,Charas/Hashish,3.76,State Police
SZ001941,2024-07-16,2024,7,Punjab,Tarn Taran,31.7928,74.6268,Heroin,0.99,State Police
SZ001942,2023-06-05,2023,6,Tamil Nadu,Madurai,10.4128,77.9932,Pharmaceutical Opioids,6.24,State Police
SZ001943,2024-10-10,2024,10,Punjab,Ferozepur,30.3986,75.6999,MDMA,3.72,DRI
SZ001944,2021-10-24,2021,10,Karnataka,Bengaluru Urban,14.8789,75.7301,Methamphetamine,7.86,State Police
SZ001945,2024-03-13,2024,3,Delhi,East Delhi,28.105,76.48,Cannabis (Ganja),31.06,State Police
SZ001946,2024-08-08,2024,8,Rajasthan,Kota,26.8081,73.9687,Heroin,16.2,NCB
SZ001947,2023-05-10,2023,5,Odisha,Ganjam,21.3968,85.4145,Ketamine,7.74,State Police
SZ001948,2022-05-01,2022,5,Andhra Pradesh,Guntur,15.9769,79.1181,Methamphetamine,2.61,NCB
SZ001949,2018-02-18,2018,2,Punjab,Amritsar,31.9192,75.8339,Opium,19.73,NCB
SZ001950,2021-12-10,2021,12,Manipur,Imphal East,24.8854,93.6814,Charas/Hashish,4.05,Customs
SZ001951,2024-11-22,2024,11,Maharashtra,Thane,19.7352,75.0504,Methamphetamine,5.84,Customs
SZ001952,2019-11-17,2019,11,Uttar Pradesh,Kanpur,27.6239,80.5415,Cannabis (Ganja),7.23,State Police
SZ001953,2023-02-15,2023,2,Odisha,Bhubaneswar,21.6777,85.7574,Charas/Hashish,7.72,NCB
SZ001954,2021-04-25,2021,4,Delhi,North West Delhi,29.3179,76.9051,MDMA,1.61,NCB
SZ001955,2022-05-01,2022,5,West Bengal,Malda,22.6225,87.876,MDMA,1.54,Customs
SZ001956,2023-10-16,2023,10,Rajasthan,Jodhpur,26.9027,73.7026,Heroin,9.19,NCB
SZ001957,2020-12-13,2020,12,Karnataka,Bengaluru Urban,15.1132,75.5918,Heroin,5.99,NCB
SZ001958,2022-07-15,2022,7,Manipur,Imphal East,24.597,93.9832,Heroin,2.72,NCB
SZ001959,2020-07-05,2020,7,Rajasthan,Bikaner,27.2702,74.0503,Cannabis (Ganja),10.63,NCB
SZ001960,2021-08-25,2021,8,Karnataka,Mangaluru,15.8255,75.0763,Heroin,4.23,State Police
SZ001961,2020-06-17,2020,6,Odisha,Bhubaneswar,21.504,85.6074,Methamphetamine,2.95,Customs
SZ001962,2024-08-17,2024,8,Odisha,Ganjam,20.3145,85.8189,Heroin,2.06,State Police
SZ001963,2021-03-09,2021,3,Assam,Karimganj,26.1989,92.5444,Methamphetamine,7.83,State Police
SZ001964,2024-09-25,2024,9,Manipur,Imphal West,23.9209,94.5905,Methamphetamine,0.74,DRI
SZ001965,2021-09-16,2021,9,Rajasthan,Kota,27.7922,73.6502,Poppy Husk,427.31,State Police
SZ001966,2022-12-12,2022,12,Jammu and Kashmir,Srinagar,33.9584,77.1555,Charas/Hashish,2.0,NCB
SZ001967,2022-07-14,2022,7,Rajasthan,Kota,26.6087,74.4513,Heroin,8.13,State Police
SZ001968,2022-10-19,2022,10,Manipur,Imphal West,24.5577,93.7981,Opium,10.83,State Police
